ProlificID,SyntheticPersonID,AttnCheck,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Condition,Certainty
P000103,14978,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Control,75
P000103,12357,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Control,75
P000103,16750,,Very harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,75
P000103,1443,I hope they address changes in the economy and inflation. ,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Control,75
P000103,10283,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Control,75
P000103,5562,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Control,75
P000103,19005,,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,75
P000103,1411,,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,75
P000103,7971,,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Slightly harmful,Control,75
P000103,8141,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,75
P000103,16654,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Control,75
P000103,7460,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Control,75
P000103,19289,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,75
P000103,15322,Green,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,75
P000103,19045,,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Control,75
P000103,18086,,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Control,75
P000103,16602,,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Control,75
P000103,11830,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Moderately harmful,Control,75
P000103,6246,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,75
P000103,2881,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,75
P000103,2126,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Slightly harmful,Slightly harmful,Moderately harmful,Control,75
P000103,17214,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Moderately harmful,Control,75
P000104,11222,,Moderately harmful,Not at all harmful,Not at all harmful,Slightly harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,7644,,Very harmful,Not at all harmful,Not at all harmful,Slightly harmful,Very harmful,Very harmful,Very harmful,Very harmful,Control,75
P000104,2804,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,11765,,Extremely harmful,Not at all harmful,Slightly harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,13477,,Extremely harmful,Not at all harmful,Slightly harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,7453,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,14978,,Extremely harmful,Not at all harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,12357,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,16750,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,1443,Stop Trump from taking away a lot of people jobs.,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,10283,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,5562,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,19005,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,1411,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,7971,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,8141,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,16654,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,7460,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,19289,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,15322,Green,Extremely harmful,Not at all harmful,Not at all harmful,Slightly harmful,Not at all harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control,75
P000104,19045,,Extremely harmful,Not at all harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Control,75
P000104,18086,,Extremely harmful,Not at all harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Control,75
P000104,16602,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,11830,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,6246,,Extremely harmful,Not at all harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,2881,,Extremely harmful,Not at all harmful,Not at all harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,2126,,Extremely harmful,Not at all harmful,Not at all harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000104,17214,,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Control,75
P000105,11222,,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Not at all harmful,Not at all harmful,Moderately harmful,Very harmful,Control,75
P000105,7644,,Extremely harmful,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Moderately harmful,Extremely harmful,Control,75
P000105,2804,,Moderately harmful,Very harmful,Slightly harmful,Very harmful,Slightly harmful,Very harmful,Moderately harmful,Extremely harmful,Control,75
P000105,11765,,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Extremely harmful,Control,75
P000105,13477,,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Not at all harmful,Not at all harmful,Moderately harmful,Extremely harmful,Control,75
P000105,7453,,Extremely harmful,Moderately harmful,Moderately harmful,Very harmful,Not at all harmful,Not at all harmful,Moderately harmful,Extremely harmful,Control,75
P000105,14978,,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Extremely harmful,Control,75
P000105,12357,,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Control,75
P000105,16750,,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Extremely harmful,Control,75
P000105,1443,"Improve the economy, make the prices of food, household essentials  and healthcare affordable.",Very harmful,Moderately harmful,Extremely harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Extremely harmful,Control,75
P000105,10283,,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Not at all harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control,75
P000105,5562,,Very harmful,Moderately harmful,Slightly harmful,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Control,75
P000105,19005,,Extremely harmful,Slightly harmful,Moderately harmful,Extremely harmful,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Control,75
P000105,1411,,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Not at all harmful,Not at all harmful,Moderately harmful,Extremely harmful,Control,75
P000105,7971,,Moderately harmful,Very harmful,Slightly harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Control,75
P000105,8141,,Extremely harmful,Slightly harmful,Moderately harmful,Very harmful,Not at all harmful,Moderately harmful,Very harmful,Extremely harmful,Control,75
P000105,16654,,Extremely harmful,Moderately harmful,Moderately harmful,Slightly harmful,Not at all harmful,Not at all harmful,Moderately harmful,Extremely harmful,Control,75
P000105,7460,,Moderately harmful,Very harmful,Slightly harmful,Very harmful,Not at all harmful,Not at all harmful,Moderately harmful,Extremely harmful,Control,75
P000105,19289,,Extremely harmful,Extremely harmful,Moderately harmful,Slightly harmful,Not at all harmful,Not at all harmful,Very harmful,Extremely harmful,Control,75
P000105,15322,Green,Moderately harmful,Slightly harmful,Very harmful,Slightly harmful,Not at all harmful,Not at all harmful,Slightly harmful,Extremely harmful,Control,75
P000105,19045,,Extremely harmful,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Slightly harmful,Very harmful,Extremely harmful,Control,75
P000105,18086,,Extremely harmful,Moderately harmful,Very harmful,Extremely harmful,Slightly harmful,Moderately harmful,Slightly harmful,Extremely harmful,Control,75
P000105,16602,,Extremely harmful,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Control,75
P000105,11830,,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Slightly harmful,Moderately harmful,Moderately harmful,Extremely harmful,Control,75
P000105,6246,,Moderately harmful,Very harmful,Slightly harmful,Extremely harmful,Moderately harmful,Slightly harmful,Very harmful,Extremely harmful,Control,75
P000105,2881,,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Very harmful,Slightly harmful,Moderately harmful,Extremely harmful,Control,75
P000105,2126,,Very harmful,Extremely harmful,Slightly harmful,Extremely harmful,Moderately harmful,Extremely harmful,Moderately harmful,Moderately harmful,Control,75
P000105,17214,,Moderately harmful,Very harmful,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Extremely harmful,Control,75
P000106,14531,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000106,13835,,Extremely harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Slightly harmful,Extremely harmful,Extremely harmful,Health,75
P000106,17431,,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Extremely harmful,Extremely harmful,Health,75
P000106,7241,,Extremely harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000106,8414,,Extremely harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000106,3022,,Extremely harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000106,6048,,Extremely harmful,Moderately harmful,Very harmful,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000106,19237,,Extremely harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000106,19958,,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Extremely harmful,Extremely harmful,Health,75
P000106,18182,I hope they do what's right for the people,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000106,5384,,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000106,16397,,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000106,19033,,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Health,75
P000106,8983,,Extremely harmful,Slightly harmful,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000106,19398,,Extremely harmful,Slightly harmful,Slightly harmful,Very harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000106,16879,,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000106,12785,,Extremely harmful,Slightly harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000106,4795,,Extremely harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Health,75
P000106,14502,,Extremely harmful,Not at all harmful,Moderately harmful,Moderately harmful,Not at all harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000106,8031,Green,Extremely harmful,Not at all harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000106,4406,,Extremely harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Health,75
P000106,8381,,Extremely harmful,Moderately harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Health,75
P000106,16758,,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Not at all harmful,Moderately harmful,Extremely harmful,Extremely harmful,Health,75
P000106,9820,,Extremely harmful,Not at all harmful,Not at all harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Very harmful,Health,75
P000106,12168,,Extremely harmful,Not at all harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Very harmful,Health,75
P000106,12473,,Extremely harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Extremely harmful,Health,75
P000106,6502,,Extremely harmful,Not at all harmful,Not at all harmful,Slightly harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000106,3941,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Health,75
P000107,14531,,Very harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Health,75
P000107,13835,,Very harmful,Extremely harmful,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Moderately harmful,Very harmful,Health,75
P000107,17431,,Very harmful,Very harmful,Extremely harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Health,75
P000107,7241,,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Slightly harmful,Health,75
P000107,8414,,Very harmful,Moderately harmful,Very harmful,Slightly harmful,Very harmful,Very harmful,Very harmful,Very harmful,Health,75
P000107,3022,,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Health,75
P000107,6048,,Very harmful,Extremely harmful,Moderately harmful,Slightly harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Health,75
P000107,19237,,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Slightly harmful,Very harmful,Very harmful,Very harmful,Health,75
P000107,19958,,Very harmful,Extremely harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Moderately harmful,Very harmful,Health,75
P000107,18182,Change the rules,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Health,75
P000107,5384,,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Health,75
P000107,16397,,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Slightly harmful,Very harmful,Slightly harmful,Health,75
P000107,19033,,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Health,75
P000107,8983,,Very harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Health,75
P000107,19398,,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Health,75
P000107,16879,,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Health,75
P000107,12785,,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Health,75
P000107,4795,,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Very harmful,Very harmful,Moderately harmful,Health,75
P000107,14502,,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Slightly harmful,Very harmful,Health,75
P000107,8031,"""Green""",Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Slightly harmful,Health,75
P000107,4406,,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Health,75
P000107,8381,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Health,75
P000107,16758,,Very harmful,Moderately harmful,Very harmful,Very harmful,Very harmful,Very harmful,Extremely harmful,Very harmful,Health,75
P000107,9820,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Health,75
P000107,12168,,Very harmful,Moderately harmful,Slightly harmful,Very harmful,Slightly harmful,Very harmful,Slightly harmful,Very harmful,Health,75
P000107,12473,,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Slightly harmful,Moderately harmful,Slightly harmful,Health,75
P000107,6502,,Very harmful,Slightly harmful,Slightly harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Very harmful,Health,75
P000107,3941,,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Slightly harmful,Moderately harmful,Slightly harmful,Moderately harmful,Health,75
P000108,14531,,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000108,13835,,Extremely harmful,Very harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Extremely harmful,Health,75
P000108,17431,,Very harmful,Moderately harmful,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000108,7241,,Very harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000108,8414,,Moderately harmful,Moderately harmful,Slightly harmful,Very harmful,Slightly harmful,Slightly harmful,Very harmful,Extremely harmful,Health,75
P000108,3022,,Very harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Extremely harmful,Health,75
P000108,6048,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000108,19237,,Very harmful,Moderately harmful,Slightly harmful,Very harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health,75
P000108,19958,,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health,75
P000108,18182,i hope they remove the corruption,Slightly harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,75
P000108,5384,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,75
P000108,16397,,Moderately harmful,Slightly harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Moderately harmful,Extremely harmful,Health,75
P000108,19033,,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,75
P000108,8983,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Slightly harmful,Slightly harmful,Very harmful,Very harmful,Health,75
P000108,19398,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health,75
P000108,16879,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,75
P000108,12785,,Moderately harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,75
P000108,4795,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,75
P000108,14502,,Moderately harmful,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Health,75
P000108,8031,Green,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,75
P000108,4406,,Moderately harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000108,8381,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,75
P000108,16758,,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Extremely harmful,Health,75
P000108,9820,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,75
P000108,12168,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,75
P000108,12473,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,75
P000108,6502,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,75
P000108,3941,,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Slightly harmful,Health,75
P000109,14531,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,13835,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,17431,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,7241,,Very harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,8414,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,3022,,Very harmful,Very harmful,Moderately harmful,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,6048,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,19237,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,19958,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,18182,"should focus on bipartisan efforts to address key issues like healthcare, climate change, and economic inequality. It would be ideal if they could push for effective policies that ensure a stable future for all citizens, invest in education and infrastructure, and work on creating more effective immigration reform",Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,5384,,Very harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000109,16397,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,19033,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,8983,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,19398,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,16879,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,12785,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000109,4795,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,14502,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,8031,Green,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,4406,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,8381,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Very harmful,Extremely harmful,Health,75
P000109,16758,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,9820,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,12168,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
P000109,12473,,Very harmful,Very harmful,Moderately harmful,Very harmful,Moderately harmful,Moderately harmful,Moderately harmful,Extremely harmful,Health,75
